* Measurement data measured by REW V5.20.8
* Source: ASIO hdspfire, Analog 1 (1)
* Format: 4M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: 13 juin 2022 14:13:16
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: on_0x1400_2_3 juin 13
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 20.232 6.8177
0.732422 18.588 27.7017
1.098633 19.881 55.7915
1.464844 22.241 63.5662
1.831055 22.315 58.0911
2.197266 17.618 51.5685
2.563477 12.913 174.1899
2.929688 25.306 174.4474
3.295898 29.802 154.9374
3.662109 31.191 130.6652
4.028320 29.900 99.3587
4.394531 25.712 44.1307
4.760742 27.239 -50.4316
5.126953 32.276 -101.7431
5.493164 34.103 -138.8234
5.859375 32.903 178.2070
6.225586 31.342 100.7297
6.591797 37.273 29.8444
6.958008 42.453 -5.4663
7.324219 45.647 -28.9764
7.690430 47.563 -45.7745
8.056641 48.827 -56.4031
8.422852 50.114 -61.9458
8.789062 51.835 -66.1042
9.155273 53.771 -72.3239
9.521484 55.503 -80.6206
9.887695 56.862 -88.9832
10.253906 57.979 -95.3242
10.620117 59.215 -98.9671
10.986328 60.880 -101.7999
11.352539 62.861 -106.6390
11.718750 64.772 -114.3104
12.084961 66.315 -123.7017
12.451172 67.375 -133.0316
12.817383 67.994 -140.3721
13.183594 68.413 -143.9586
13.549805 69.117 -143.5159
13.916016 70.514 -142.0366
14.282227 72.425 -143.5003
14.648438 74.362 -148.9580
15.014648 76.006 -157.2757
15.380859 77.246 -167.0046
15.747070 78.072 -176.9368
16.113281 78.530 173.9471
16.479492 78.714 166.5583
16.845703 78.798 161.5535
17.211914 79.027 158.8089
17.578125 79.592 156.9451
17.944336 80.465 154.0225
18.310547 81.422 149.0082
18.676758 82.237 142.1536
19.042969 82.777 134.4036
19.409180 83.012 126.8947
19.775391 83.004 120.7061
20.141602 82.910 116.5531
20.507812 82.944 114.2640
20.874023 83.239 112.5699
21.240234 83.726 110.0048
21.606445 84.205 106.0760
21.972656 84.513 101.3469
22.338867 84.595 96.8442
22.705078 84.510 93.5186
23.071289 84.397 91.8158
23.437500 84.399 91.4171
23.803711 84.547 91.5431
24.169922 84.791 91.7322
24.536133 85.079 92.1993
24.902344 85.458 93.3705
25.268555 86.052 95.0971
25.634766 86.934 96.3969
26.000977 88.030 96.1837
26.367188 89.185 94.0865
26.733398 90.273 90.4263
27.099609 91.239 85.7571
27.465820 92.076 80.5546
27.832031 92.802 75.1357
28.198242 93.436 69.7067
28.564453 94.000 64.4299
28.930664 94.526 59.4388
29.296875 95.054 54.7730
29.663086 95.632 50.2902
30.029297 96.282 45.6604
30.395508 96.989 40.5096
30.761719 97.703 34.6198
31.127930 98.366 28.0290
31.494141 98.935 20.9855
31.860352 99.400 13.8292
32.226562 99.775 6.8714
32.592773 100.092 0.3026
32.958984 100.386 -5.8511
33.325195 100.688 -11.7006
33.691406 101.003 -17.3988
34.057617 101.318 -23.0359
34.423828 101.619 -28.5903
34.790039 101.899 -33.9594
35.156250 102.169 -39.0389
35.522461 102.448 -43.7996
35.888672 102.754 -48.3196
36.254883 103.096 -52.7504
36.621094 103.463 -57.2353
36.987305 103.834 -61.8372
37.353516 104.190 -66.5192
37.719727 104.521 -71.1799
38.085938 104.833 -75.7189
38.452148 105.140 -80.0956
38.818359 105.455 -84.3547
39.184570 105.786 -88.6017
39.550781 106.124 -92.9409
39.916992 106.453 -97.4147
40.283203 106.758 -101.9824
40.649414 107.031 -106.5471
41.015625 107.277 -111.0096
41.381836 107.508 -115.3181
41.748047 107.738 -119.4880
42.114258 107.974 -123.5802
42.480469 108.214 -127.6528
42.846680 108.453 -131.7246
43.212891 108.690 -135.7742
43.579102 108.925 -139.7700
43.945312 109.165 -143.7087
44.311523 109.412 -147.6277
44.677734 109.670 -151.5850
45.043945 109.935 -155.6245
45.410156 110.201 -159.7563
45.776367 110.464 -163.9661
46.142578 110.726 -168.2456
46.508789 110.988 -172.6155
46.875000 111.251 -177.1208
47.241211 111.506 178.1970
47.607422 111.744 173.3323
47.973633 111.957 168.3198
48.339844 112.142 163.2155
48.706055 112.303 158.0565
49.072266 112.447 152.8356
49.438477 112.576 147.4989
49.804688 112.687 141.9780
50.170898 112.765 136.2317
50.537109 112.795 130.2734
50.903320 112.764 124.1726
51.269531 112.667 118.0286
51.635742 112.507 111.9360
52.001953 112.290 105.9551
52.368164 112.027 100.0999
52.734375 111.724 94.3486
53.100586 111.380 88.6692
53.466797 110.990 83.0488
53.833008 110.547 77.5103
54.199219 110.046 72.1094
54.565430 109.489 66.9193
54.931641 108.879 62.0093
55.297852 108.225 57.4288
55.664062 107.536 53.2052
56.030273 106.822 49.3510
56.396484 106.090 45.8743
56.762695 105.351 42.7793
57.128906 104.619 40.0491
57.495117 103.909 37.6165
57.861328 103.230 35.3461
58.227539 102.584 33.0548
58.593750 101.950 30.5708
58.959961 101.296 27.8016
59.326172 100.585 24.7689
59.692383 99.787 21.5906
60.058594 98.888 18.4264
60.424805 97.880 15.4122
60.791016 96.760 12.6158
61.157227 95.509 10.0450
61.523438 94.083 7.7249
61.889648 92.403 5.8354
62.255859 90.356 4.9028
62.622070 87.793 6.1403
62.988281 84.546 12.3793
63.354492 80.768 30.6624
63.720703 78.859 68.3787
64.086914 81.036 100.6779
64.453125 83.912 115.3333
64.819336 86.233 121.6409
65.185547 88.044 124.2637
65.551758 89.463 125.0488
65.917969 90.577 124.9700
66.284180 91.463 124.6516
66.650391 92.203 124.4480
67.016602 92.872 124.4343
67.382812 93.522 124.4656
67.749023 94.169 124.3291
68.115234 94.803 123.8986
68.481445 95.411 123.1780
68.847656 95.991 122.2361
69.213867 96.550 121.1140
69.580078 97.096 119.7844
69.946289 97.628 118.1809
70.312500 98.133 116.2634
70.678711 98.598 114.0591
71.044922 99.012 111.6570
71.411133 99.375 109.1677
71.777344 99.694 106.6799
72.143555 99.981 104.2336
72.509766 100.247 101.8196
72.875977 100.497 99.3975
73.242188 100.732 96.9240
73.608398 100.947 94.3760
73.974609 101.135 91.7642
74.340820 101.291 89.1326
74.707031 101.416 86.5449
75.073242 101.518 84.0581
75.439453 101.607 81.6943
75.805664 101.694 79.4241
76.171875 101.784 77.1787
76.538086 101.872 74.8877
76.904297 101.950 72.5189
77.270508 102.009 70.0947
77.636719 102.048 67.6704
78.002930 102.070 65.2920
78.369141 102.083 62.9622
78.735352 102.094 60.6389
79.101562 102.096 58.2714
79.467773 102.080 55.8444
79.833984 102.036 53.4025
80.200195 101.960 51.0327
80.566406 101.859 48.8204
80.932617 101.748 46.8054
81.298828 101.640 44.9642
81.665039 101.543 43.2316
82.031250 101.457 41.5416
82.397461 101.377 39.8608
82.763672 101.301 38.1874
83.129883 101.230 36.5249
83.496094 101.167 34.8558
83.862305 101.113 33.1329
84.228516 101.064 31.2981
84.594727 101.010 29.3102
84.960938 100.941 27.1660
85.327148 100.844 24.9038
85.693359 100.714 22.5913
86.059570 100.548 20.3071
86.425781 100.352 18.1207
86.791992 100.132 16.0742
87.158203 99.900 14.1719
87.524414 99.661 12.3840
87.890625 99.419 10.6637
88.256836 99.172 8.9695
88.623047 98.914 7.2794
88.989258 98.641 5.5850
89.355469 98.351 3.8726
89.721680 98.037 2.1150
90.087891 97.686 0.2882
90.454102 97.278 -1.5859
90.820312 96.791 -3.3967
91.186523 96.210 -4.9324
91.552734 95.538 -5.9156
91.918945 94.800 -6.0878
92.285156 94.038 -5.3126
92.651367 93.297 -3.6368
93.017578 92.598 -1.2202
93.383789 91.935 1.8535
93.750000 91.299 5.7252
94.116211 90.720 10.6968
94.482422 90.285 16.9266
94.848633 90.100 24.0802
95.214844 90.217 31.3381
95.581055 90.594 37.8896
95.947266 91.145 43.3605
96.313477 91.795 47.7535
96.679688 92.506 51.1711
97.045898 93.256 53.6630
97.412109 94.019 55.2473
97.778320 94.769 55.9813
98.144531 95.479 55.9885
98.510742 96.136 55.4321
98.876953 96.737 54.4711
99.243164 97.285 53.2274
99.609375 97.788 51.7760
99.975586 98.255 50.1519
100.341797 98.687 48.3668
100.708008 99.087 46.4282
101.074219 99.455 44.3517
101.440430 99.788 42.1647
101.806641 100.086 39.9021
102.172852 100.352 37.5964
102.539062 100.589 35.2688
102.905273 100.800 32.9282
103.271484 100.986 30.5774
103.637695 101.146 28.2224
104.003906 101.281 25.8809
104.370117 101.391 23.5785
104.736328 101.481 21.3402
105.102539 101.554 19.1791
105.468750 101.615 17.0917
105.834961 101.667 15.0619
106.201172 101.711 13.0713
106.567383 101.746 11.1089
106.933594 101.771 9.1733
107.299805 101.784 7.2712
107.666016 101.786 5.4117
108.032227 101.777 3.6046
108.398438 101.758 1.8605
108.764648 101.731 0.1909
109.130859 101.698 -1.3943
109.497070 101.661 -2.8931
109.863281 101.624 -4.3141
110.229492 101.589 -5.6747
110.595703 101.555 -6.9916
110.961914 101.521 -8.2720
111.328125 101.486 -9.5117
111.694336 101.451 -10.7017
112.060547 101.420 -11.8413
112.426758 101.393 -12.9449
112.792969 101.372 -14.0376
113.159180 101.352 -15.1379
113.525391 101.331 -16.2433
113.891602 101.305 -17.3242
114.257812 101.273 -18.3394
114.624023 101.241 -19.2598
114.990234 101.219 -20.0887
115.356445 101.210 -20.8651
115.722656 101.218 -21.6433
116.088867 101.236 -22.4657
116.455078 101.258 -23.3439
116.821289 101.279 -24.2609
117.187500 101.297 -25.1881
117.553711 101.313 -26.1045
117.919922 101.330 -27.0034
118.286133 101.349 -27.8875
118.652344 101.369 -28.7563
119.018555 101.391 -29.6022
119.384766 101.416 -30.4139
119.750977 101.448 -31.1893
120.117188 101.492 -31.9423
120.483398 101.549 -32.7017
120.849609 101.620 -33.5022
121.215820 101.702 -34.3732
121.582031 101.791 -35.3312
121.948242 101.881 -36.3773
122.314453 101.968 -37.4985
122.680664 102.048 -38.6682
123.046875 102.122 -39.8523
123.413086 102.191 -41.0182
123.779297 102.261 -42.1471
124.145508 102.337 -43.2452
124.511719 102.426 -44.3434
124.877930 102.527 -45.4851
125.244141 102.638 -46.7087
125.610352 102.753 -48.0323
125.976562 102.868 -49.4526
126.342773 102.980 -50.9548
126.708984 103.088 -52.5248
127.075195 103.193 -54.1567
127.441406 103.292 -55.8507
127.807617 103.386 -57.6041
128.173828 103.473 -59.4067
128.540039 103.552 -61.2429
128.906250 103.625 -63.1011
129.272461 103.695 -64.9830
129.638672 103.763 -66.9049
130.004883 103.827 -68.8859
130.371094 103.884 -70.9335
130.737305 103.929 -73.0355
131.103516 103.961 -75.1631
131.469727 103.980 -77.2859
131.835938 103.990 -79.3885
132.202148 103.995 -81.4774
132.568359 103.995 -83.5734
132.934570 103.989 -85.6945
133.300781 103.972 -87.8394
133.666992 103.941 -89.9830
134.033203 103.894 -92.0862
134.399414 103.834 -94.1104
134.765625 103.767 -96.0316
135.131836 103.699 -97.8451
135.498047 103.634 -99.5614
135.864258 103.578 -101.1987
136.230469 103.532 -102.7788
136.596680 103.499 -104.3246
136.962891 103.479 -105.8618
137.329102 103.472 -107.4167
137.695312 103.477 -109.0143
138.061523 103.491 -110.6737
138.427734 103.512 -112.4072
138.793945 103.535 -114.2195
139.160156 103.559 -116.1075
139.526367 103.580 -118.0610
139.892578 103.596 -120.0618
140.258789 103.608 -122.0874
140.625000 103.616 -124.1193
140.991211 103.624 -126.1484
141.357422 103.635 -128.1808
141.723633 103.651 -130.2338
142.089844 103.672 -132.3284
142.456055 103.697 -134.4791
142.822266 103.722 -136.6902
143.188477 103.746 -138.9557
143.554688 103.770 -141.2673
143.920898 103.795 -143.6222
144.287109 103.823 -146.0272
144.653320 103.853 -148.4980
145.019531 103.887 -151.0535
145.385742 103.920 -153.7096
145.751953 103.951 -156.4751
146.118164 103.977 -159.3507
146.484375 103.994 -162.3306
146.850586 103.999 -165.4038
147.216797 103.991 -168.5558
147.583008 103.968 -171.7676
147.949219 103.929 -175.0171
148.315430 103.877 -178.2826
148.681641 103.813 178.4507
