* Measurement data measured by REW V5.20.8
* Source: ASIO hdspfire, Analog 1 (1)
* Format: 4M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: 13 juin 2022 13:53:39
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: off_0x1400_3_1 juin 13
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 11.988 75.4571
0.732422 15.944 53.3993
1.098633 15.537 35.5196
1.464844 10.259 29.0076
1.831055 6.907 123.0618
2.197266 16.829 133.1811
2.563477 21.273 117.7898
2.929688 23.719 94.9798
3.295898 25.340 63.2410
3.662109 27.272 22.3939
4.028320 30.142 -20.0027
4.394531 33.095 -57.1336
4.760742 35.123 -89.6741
5.126953 35.614 -120.6492
5.493164 33.694 -154.7441
5.859375 27.362 139.1264
6.225586 33.789 25.8716
6.591797 40.967 -12.2390
6.958008 44.905 -37.6450
7.324219 47.071 -57.7722
7.690430 48.060 -72.4155
8.056641 48.471 -79.7350
8.422852 49.276 -80.1525
8.789062 51.028 -80.4113
9.155273 53.032 -85.6852
9.521484 54.534 -94.3048
9.887695 55.333 -102.2542
10.253906 55.726 -105.4305
10.620117 56.628 -102.5662
10.986328 58.723 -100.1337
11.352539 61.293 -104.3644
11.718750 63.463 -114.1399
12.084961 64.900 -126.2341
12.451172 65.535 -137.7224
12.817383 65.446 -145.3886
13.183594 65.112 -145.2950
13.549805 65.809 -137.5182
13.916016 68.115 -132.5273
14.282227 70.806 -136.2861
14.648438 73.015 -145.9923
15.014648 74.547 -158.4278
15.380859 75.398 -171.5306
15.747070 75.595 176.2896
16.113281 75.197 166.8173
16.479492 74.414 162.4420
16.845703 73.888 164.9660
17.211914 74.505 170.7457
17.578125 76.101 172.0251
17.944336 77.744 166.8743
18.310547 78.909 157.6359
18.676758 79.435 146.7147
19.042969 79.279 136.0207
19.409180 78.433 127.5021
19.775391 76.972 123.8303
20.141602 75.328 128.5672
20.507812 74.639 142.1725
20.874023 75.600 156.1062
21.240234 77.341 164.3126
21.606445 79.190 168.3212
21.972656 81.053 169.7692
22.338867 82.901 168.8862
22.705078 84.624 165.8433
23.071289 86.118 161.3745
23.437500 87.369 156.5132
23.803711 88.445 152.1423
24.169922 89.497 148.5809
24.536133 90.665 145.3537
24.902344 91.982 141.4877
25.268555 93.370 136.2266
25.634766 94.708 129.4253
26.000977 95.909 121.3898
26.367188 96.934 112.5685
26.733398 97.777 103.3690
27.099609 98.448 94.1085
27.465820 98.966 85.0370
27.832031 99.354 76.3782
28.198242 99.642 68.3491
28.564453 99.881 61.1183
28.930664 100.138 54.6963
29.296875 100.483 48.8147
29.663086 100.949 42.9391
30.029297 101.511 36.4950
30.395508 102.098 29.1520
30.761719 102.629 20.9338
31.127930 103.044 12.1332
31.494141 103.320 3.1628
31.860352 103.466 -5.5723
32.226562 103.519 -13.7720
32.592773 103.524 -21.3088
32.958984 103.522 -28.2463
33.325195 103.541 -34.7733
33.691406 103.578 -41.0732
34.057617 103.614 -47.2104
34.423828 103.635 -53.1108
34.790039 103.643 -58.6380
35.156250 103.660 -63.7104
35.522461 103.715 -68.3872
35.888672 103.821 -72.8591
36.254883 103.969 -77.3381
36.621094 104.129 -81.9236
36.987305 104.272 -86.5479
37.353516 104.389 -91.0296
37.719727 104.496 -95.1995
38.085938 104.627 -99.0306
38.452148 104.814 -102.6977
38.818359 105.060 -106.5056
39.184570 105.338 -110.7174
39.550781 105.598 -115.4110
39.916992 105.797 -120.4561
40.283203 105.912 -125.5923
40.649414 105.948 -130.5396
41.015625 105.930 -135.0964
41.381836 105.895 -139.2014
41.748047 105.873 -142.9329
42.114258 105.881 -146.4473
42.480469 105.917 -149.8944
42.846680 105.972 -153.3660
43.212891 106.039 -156.9004
43.579102 106.109 -160.5143
43.945312 106.172 -164.2212
44.311523 106.216 -168.0208
44.677734 106.235 -171.8792
45.043945 106.222 -175.7246
45.410156 106.179 -179.4736
45.776367 106.114 176.9316
46.142578 106.038 173.4951
46.508789 105.960 170.1716
46.875000 105.878 166.8989
47.241211 105.789 163.6326
47.607422 105.683 160.3610
47.973633 105.552 157.0959
48.339844 105.391 153.8607
48.706055 105.191 150.6931
49.072266 104.944 147.6646
49.438477 104.648 144.8917
49.804688 104.308 142.5203
50.170898 103.948 140.6703
50.537109 103.597 139.3643
50.903320 103.287 138.4871
51.269531 103.030 137.8232
51.635742 102.815 137.1636
52.001953 102.616 136.4026
52.368164 102.406 135.5662
52.734375 102.165 134.7754
53.100586 101.888 134.1986
53.466797 101.582 134.0188
53.833008 101.271 134.4021
54.199219 100.995 135.4321
54.565430 100.805 137.0131
54.931641 100.737 138.8264
55.297852 100.786 140.4517
55.664062 100.909 141.6029
56.030273 101.050 142.2792
56.396484 101.176 142.7075
56.762695 101.292 143.1523
57.128906 101.430 143.7283
57.495117 101.620 144.3295
57.861328 101.868 144.7292
58.227539 102.153 144.7632
58.593750 102.443 144.4357
58.959961 102.719 143.8772
59.326172 102.983 143.2239
59.692383 103.249 142.5237
60.058594 103.529 141.7290
60.424805 103.822 140.7645
60.791016 104.119 139.5981
61.157227 104.412 138.2554
61.523438 104.699 136.7766
61.889648 104.981 135.1699
62.255859 105.259 133.4036
62.622070 105.525 131.4448
62.988281 105.768 129.3094
63.354492 105.979 127.0745
63.720703 106.160 124.8459
64.086914 106.322 122.7015
64.453125 106.480 120.6495
64.819336 106.644 118.6320
65.185547 106.817 116.5710
65.551758 106.991 114.4226
65.917969 107.159 112.1953
66.284180 107.318 109.9253
66.650391 107.473 107.6328
67.016602 107.630 105.2969
67.382812 107.788 102.8674
67.749023 107.942 100.3031
68.115234 108.080 97.6042
68.481445 108.197 94.8163
68.847656 108.291 91.9996
69.213867 108.367 89.1943
69.580078 108.433 86.3986
69.946289 108.492 83.5781
70.312500 108.539 80.6973
70.678711 108.570 77.7485
71.044922 108.577 74.7601
71.411133 108.559 71.7798
71.777344 108.519 68.8479
72.143555 108.462 65.9778
72.509766 108.393 63.1582
72.875977 108.310 60.3699
73.242188 108.211 57.6072
73.608398 108.093 54.8888
73.974609 107.955 52.2484
74.340820 107.801 49.7180
74.707031 107.637 47.3112
75.073242 107.469 45.0188
75.439453 107.297 42.8190
75.805664 107.121 40.6915
76.171875 106.941 38.6298
76.538086 106.752 36.6411
76.904297 106.555 34.7386
77.270508 106.353 32.9323
77.636719 106.149 31.2216
78.002930 105.945 29.5975
78.369141 105.741 28.0487
78.735352 105.537 26.5684
79.101562 105.330 25.1610
79.467773 105.119 23.8429
79.833984 104.905 22.6385
80.200195 104.690 21.5703
80.566406 104.482 20.6451
80.932617 104.287 19.8431
81.298828 104.111 19.1162
81.665039 103.954 18.4011
82.031250 103.810 17.6449
82.397461 103.667 16.8293
82.763672 103.518 15.9790
83.129883 103.357 15.1500
83.496094 103.184 14.4037
83.862305 103.006 13.7781
84.228516 102.827 13.2776
84.594727 102.654 12.8828
84.960938 102.484 12.5789
85.327148 102.316 12.3804
85.693359 102.149 12.3335
86.059570 101.992 12.4888
86.425781 101.858 12.8599
86.791992 101.762 13.3951
87.158203 101.713 13.9875
87.524414 101.707 14.5206
87.890625 101.733 14.9214
88.256836 101.777 15.1810
88.623047 101.831 15.3367
88.989258 101.895 15.4332
89.355469 101.970 15.4949
89.721680 102.061 15.5194
90.087891 102.170 15.4902
90.454102 102.297 15.3877
90.820312 102.445 15.1876
91.186523 102.612 14.8547
91.552734 102.795 14.3440
91.918945 102.988 13.6178
92.285156 103.176 12.6698
92.651367 103.354 11.5350
93.017578 103.515 10.2758
93.383789 103.663 8.9493
93.750000 103.803 7.5791
94.116211 103.943 6.1454
94.482422 104.083 4.6038
94.848633 104.217 2.9210
95.214844 104.335 1.1003
95.581055 104.430 -0.8156
95.947266 104.501 -2.7640
96.313477 104.551 -4.6919
96.679688 104.588 -6.5754
97.045898 104.618 -8.4250
97.412109 104.646 -10.2709
97.778320 104.671 -12.1427
98.144531 104.688 -14.0540
98.510742 104.696 -15.9977
98.876953 104.692 -17.9542
99.243164 104.677 -19.9045
99.609375 104.655 -21.8402
99.975586 104.626 -23.7676
100.341797 104.592 -25.7026
100.708008 104.551 -27.6610
101.074219 104.501 -29.6486
101.440430 104.437 -31.6561
101.806641 104.356 -33.6604
102.172852 104.256 -35.6292
102.539062 104.138 -37.5271
102.905273 104.004 -39.3196
103.271484 103.858 -40.9768
103.637695 103.706 -42.4791
104.003906 103.558 -43.8263
104.370117 103.421 -45.0449
104.736328 103.302 -46.1866
105.102539 103.199 -47.3145
105.468750 103.109 -48.4779
105.834961 103.024 -49.6967
106.201172 102.938 -50.9572
106.567383 102.848 -52.2290
106.933594 102.756 -53.4869
107.299805 102.664 -54.7268
107.666016 102.577 -55.9648
108.032227 102.491 -57.2239
108.398438 102.405 -58.5154
108.764648 102.314 -59.8308
109.130859 102.214 -61.1444
109.497070 102.106 -62.4257
109.863281 101.993 -63.6501
110.229492 101.876 -64.8049
110.595703 101.761 -65.8861
110.961914 101.648 -66.8949
111.328125 101.543 -67.8364
111.694336 101.448 -68.7227
112.060547 101.367 -69.5780
112.426758 101.301 -70.4376
112.792969 101.248 -71.3391
113.159180 101.204 -72.3077
113.525391 101.164 -73.3456
113.891602 101.123 -74.4315
114.257812 101.081 -75.5353
114.624023 101.039 -76.6368
114.990234 101.004 -77.7389
115.356445 100.977 -78.8651
115.722656 100.958 -80.0450
116.088867 100.944 -81.2959
116.455078 100.931 -82.6163
116.821289 100.917 -83.9934
117.187500 100.903 -85.4154
117.553711 100.890 -86.8783
117.919922 100.877 -88.3828
118.286133 100.866 -89.9270
118.652344 100.857 -91.5073
119.018555 100.853 -93.1287
119.384766 100.857 -94.8182
119.750977 100.869 -96.6230
120.117188 100.883 -98.5886
120.483398 100.888 -100.7303
120.849609 100.875 -103.0165
121.215820 100.837 -105.3782
121.582031 100.776 -107.7411
121.948242 100.701 -110.0583
122.314453 100.617 -112.3264
122.680664 100.532 -114.5734
123.046875 100.443 -116.8270
123.413086 100.349 -119.0881
123.779297 100.247 -121.3269
124.145508 100.141 -123.5045
124.511719 100.041 -125.6035
124.877930 99.956 -127.6493
125.244141 99.895 -129.7068
125.610352 99.856 -131.8582
125.976562 99.835 -134.1726
126.342773 99.821 -136.6866
126.708984 99.804 -139.3971
127.075195 99.775 -142.2693
127.441406 99.730 -145.2493
127.807617 99.669 -148.2809
128.173828 99.598 -151.3214
128.540039 99.523 -154.3522
128.906250 99.449 -157.3792
129.272461 99.381 -160.4235
129.638672 99.320 -163.5067
130.004883 99.265 -166.6422
130.371094 99.218 -169.8365
130.737305 99.179 -173.0992
131.103516 99.149 -176.4501
131.469727 99.126 -179.9153
131.835938 99.106 176.4858
132.202148 99.084 172.7557
132.568359 99.052 168.9232
132.934570 99.008 165.0377
133.300781 98.953 161.1543
133.666992 98.891 157.3208
134.033203 98.829 153.5691
134.399414 98.775 149.9121
134.765625 98.736 146.3440
135.131836 98.719 142.8418
135.498047 98.727 139.3689
135.864258 98.761 135.8838
136.230469 98.819 132.3495
136.596680 98.897 128.7408
136.962891 98.991 125.0444
137.329102 99.095 121.2545
137.695312 99.205 117.3693
138.061523 99.315 113.3937
138.427734 99.417 109.3485
138.793945 99.506 105.2762
139.160156 99.579 101.2362
139.526367 99.639 97.2889
139.892578 99.694 93.4733
140.258789 99.749 89.7936
140.625000 99.811 86.2223
140.991211 99.880 82.7205
141.357422 99.953 79.2620
141.723633 100.027 75.8455
142.089844 100.097 72.4868
142.456055 100.166 69.2020
142.822266 100.234 65.9932
143.188477 100.303 62.8472
143.554688 100.371 59.7496
143.920898 100.436 56.6974
144.287109 100.495 53.7030
144.653320 100.549 50.7830
145.019531 100.601 47.9414
145.385742 100.651 45.1616
145.751953 100.701 42.4132
146.118164 100.745 39.6730
146.484375 100.775 36.9456
146.850586 100.784 34.2710
147.216797 100.772 31.7142
147.583008 100.741 29.3395
147.949219 100.702 27.1853
148.315430 100.666 25.2485
148.681641 100.641 23.4890
149.047852 100.630 21.8516
149.414062 100.631 20.2928
