* Measurement data measured by REW V5.20.8
* Source: ASIO hdspfire, Analog 1 (1)
* Format: 4M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: 13 juin 2022 14:14:34
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: off_0x1400_3_3 juin 13
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 10.177 153.9578
0.732422 -0.300 97.7431
1.098633 7.599 -33.2349
1.464844 13.148 -56.7752
1.831055 14.705 -69.7682
2.197266 14.072 -78.5538
2.563477 10.418 -89.4159
2.929688 -0.033 115.7976
3.295898 18.392 75.3203
3.662109 25.427 54.8251
4.028320 29.556 33.8081
4.394531 31.842 12.8950
4.760742 32.516 -6.0560
5.126953 31.523 -17.6760
5.493164 29.924 -6.7852
5.859375 33.317 16.5903
6.225586 38.549 13.4489
6.591797 42.410 -1.6890
6.958008 45.036 -19.3602
7.324219 46.726 -35.7910
7.690430 47.780 -48.5293
8.056641 48.666 -56.0038
8.422852 49.989 -59.4882
8.789062 51.914 -63.3628
9.155273 53.978 -70.2314
9.521484 55.741 -79.0538
9.887695 57.089 -87.5060
10.253906 58.199 -93.6031
10.620117 59.452 -96.9897
10.986328 61.133 -99.8705
11.352539 63.086 -105.0350
11.718750 64.918 -113.1084
12.084961 66.345 -122.8829
12.451172 67.256 -132.5388
12.817383 67.690 -140.0212
13.183594 67.901 -143.2483
13.549805 68.461 -141.6860
13.916016 69.881 -138.9539
14.282227 71.918 -139.9360
14.648438 73.963 -145.5991
15.014648 75.665 -154.3937
15.380859 76.916 -164.6222
15.747070 77.718 -174.9381
16.113281 78.122 175.8034
16.479492 78.243 168.6516
16.845703 78.300 164.3235
17.211914 78.589 162.4368
17.578125 79.301 161.0202
17.944336 80.319 157.8362
18.310547 81.348 152.1309
18.676758 82.150 144.5529
19.042969 82.611 136.2919
19.409180 82.725 128.6237
19.775391 82.582 122.7194
20.141602 82.383 119.2829
20.507812 82.382 117.8797
20.874023 82.699 116.8229
21.240234 83.204 114.5230
21.606445 83.657 110.7395
21.972656 83.901 106.3373
22.338867 83.913 102.5148
22.705078 83.791 100.2264
23.071289 83.706 99.7221
23.437500 83.798 100.3918
23.803711 84.060 101.3611
24.169922 84.423 102.3474
24.536133 84.865 103.7108
24.902344 85.472 105.7017
25.268555 86.365 107.7414
25.634766 87.553 108.6135
26.000977 88.904 107.4248
26.367188 90.254 104.0877
26.733398 91.489 99.0269
27.099609 92.555 92.7869
27.465820 93.431 85.8696
27.832031 94.117 78.7285
28.198242 94.630 71.8020
28.564453 95.010 65.5068
28.930664 95.333 60.1434
29.296875 95.699 55.7128
29.663086 96.197 51.7724
30.029297 96.853 47.5651
30.395508 97.609 42.4362
30.761719 98.365 36.1649
31.127930 99.032 28.9576
31.494141 99.563 21.2509
31.860352 99.954 13.5220
32.226562 100.230 6.1636
32.592773 100.438 -0.5995
32.958984 100.624 -6.7498
33.325195 100.829 -12.4419
33.691406 101.061 -17.8870
34.057617 101.304 -23.2150
34.423828 101.540 -28.4097
34.790039 101.761 -33.3468
35.156250 101.984 -37.9042
35.522461 102.236 -42.0750
35.888672 102.542 -46.0115
36.254883 102.903 -49.9568
36.621094 103.295 -54.0997
36.987305 103.682 -58.4623
37.353516 104.038 -62.9003
37.719727 104.362 -67.2019
38.085938 104.680 -71.2268
38.452148 105.026 -75.0139
38.818359 105.422 -78.7844
39.184570 105.858 -82.8148
39.550781 106.296 -87.2651
39.916992 106.692 -92.0878
40.283203 107.018 -97.0645
40.649414 107.273 -101.9160
41.015625 107.480 -106.4234
41.381836 107.678 -110.5187
41.748047 107.901 -114.3021
42.114258 108.164 -117.9711
42.480469 108.458 -121.7032
42.846680 108.766 -125.5767
43.212891 109.077 -129.5757
43.579102 109.381 -133.6494
43.945312 109.679 -137.7664
44.311523 109.972 -141.9308
44.677734 110.261 -146.1589
45.043945 110.543 -150.4514
45.410156 110.817 -154.7871
45.776367 111.085 -159.1449
46.142578 111.354 -163.5317
46.508789 111.627 -167.9924
46.875000 111.903 -172.5898
47.241211 112.175 -177.3699
47.607422 112.433 177.6609
47.973633 112.669 172.5303
48.339844 112.881 167.2725
48.706055 113.074 161.8997
49.072266 113.247 156.3879
49.438477 113.400 150.6885
49.804688 113.523 144.7571
50.170898 113.604 138.5796
50.537109 113.628 132.1855
50.903320 113.584 125.6414
51.269531 113.466 119.0347
51.635742 113.274 112.4551
52.001953 113.013 105.9766
52.368164 112.688 99.6479
52.734375 112.307 93.4890
53.100586 111.876 87.4963
53.466797 111.397 81.6550
53.833008 110.866 75.9575
54.199219 110.279 70.4199
54.565430 109.632 65.0911
54.931641 108.923 60.0491
55.297852 108.158 55.3835
55.664062 107.347 51.1705
56.030273 106.507 47.4468
56.396484 105.656 44.1996
56.762695 104.807 41.3702
57.128906 103.969 38.8711
57.495117 103.146 36.5973
57.861328 102.333 34.4299
58.227539 101.520 32.2462
58.593750 100.679 29.9528
58.959961 99.772 27.5387
59.326172 98.757 25.1215
59.692383 97.596 22.9564
60.058594 96.268 21.4050
60.424805 94.768 20.8829
60.791016 93.103 21.8303
61.157227 91.277 24.7906
61.523438 89.306 30.6892
61.889648 87.314 41.1832
62.255859 85.783 57.8723
62.622070 85.513 78.1926
62.988281 86.525 94.9944
63.354492 87.997 105.4468
63.720703 89.406 111.2751
64.086914 90.624 114.4019
64.453125 91.658 115.8862
64.819336 92.524 116.2361
65.185547 93.223 115.7991
65.551758 93.748 114.9727
65.917969 94.109 114.2313
66.284180 94.351 114.0264
66.650391 94.556 114.6165
67.016602 94.813 115.9109
67.382812 95.183 117.4730
67.749023 95.668 118.7600
68.115234 96.222 119.4204
68.481445 96.789 119.3993
68.847656 97.331 118.8380
69.213867 97.835 117.9264
69.580078 98.306 116.8085
69.946289 98.753 115.5546
70.312500 99.186 114.1747
70.678711 99.610 112.6448
71.044922 100.025 110.9326
71.411133 100.427 109.0154
71.777344 100.810 106.8909
72.143555 101.170 104.5774
72.509766 101.502 102.1042
72.875977 101.806 99.4983
73.242188 102.081 96.7766
73.608398 102.326 93.9501
73.974609 102.536 91.0388
74.340820 102.708 88.0853
74.707031 102.842 85.1550
75.073242 102.945 82.3167
75.439453 103.026 79.6117
75.805664 103.099 77.0317
76.171875 103.171 74.5188
76.538086 103.245 71.9951
76.904297 103.311 69.4052
77.270508 103.363 66.7393
77.636719 103.396 64.0275
78.002930 103.408 61.3093
78.369141 103.403 58.6033
78.735352 103.386 55.8953
79.101562 103.353 53.1571
79.467773 103.296 50.3770
79.833984 103.207 47.5844
80.200195 103.080 44.8503
80.566406 102.917 42.2629
80.932617 102.727 39.8938
81.298828 102.524 37.7715
81.665039 102.320 35.8763
82.031250 102.123 34.1594
82.397461 101.933 32.5736
82.763672 101.751 31.0941
83.129883 101.574 29.7192
83.496094 101.407 28.4512
83.862305 101.253 27.2738
84.228516 101.116 26.1439
84.594727 100.997 25.0015
84.960938 100.890 23.7931
85.327148 100.786 22.4945
85.693359 100.677 21.1168
86.059570 100.554 19.6975
86.425781 100.418 18.2842
86.791992 100.268 16.9177
87.158203 100.108 15.6262
87.524414 99.943 14.4242
87.890625 99.778 13.3127
88.256836 99.617 12.2780
88.623047 99.465 11.2858
88.989258 99.324 10.2805
89.355469 99.189 9.1984
89.721680 99.049 7.9910
90.087891 98.889 6.6527
90.454102 98.695 5.2361
90.820312 98.454 3.8466
91.186523 98.166 2.6188
91.552734 97.838 1.6823
91.918945 97.488 1.1248
92.285156 97.133 0.9695
92.651367 96.792 1.1792
93.017578 96.472 1.6909
93.383789 96.175 2.4652
93.750000 95.900 3.5149
94.116211 95.658 4.8871
94.482422 95.468 6.5985
94.848633 95.355 8.5608
95.214844 95.339 10.5599
95.581055 95.411 12.3270
95.947266 95.544 13.6626
96.313477 95.697 14.5227
96.679688 95.837 15.0132
97.045898 95.952 15.3149
97.412109 96.046 15.5983
97.778320 96.134 15.9619
98.144531 96.236 16.4139
98.510742 96.364 16.8959
98.876953 96.522 17.3279
99.243164 96.708 17.6420
99.609375 96.919 17.7938
99.975586 97.150 17.7505
100.341797 97.395 17.4822
100.708008 97.648 16.9624
101.074219 97.901 16.1785
101.440430 98.144 15.1401
101.806641 98.369 13.8792
102.172852 98.571 12.4387
102.539062 98.746 10.8619
102.905273 98.896 9.1854
103.271484 99.018 7.4398
103.637695 99.111 5.6555
104.003906 99.179 3.8676
104.370117 99.221 2.1113
104.736328 99.244 0.4149
105.102539 99.253 -1.2123
105.468750 99.252 -2.7816
105.834961 99.242 -4.3153
106.201172 99.223 -5.8292
106.567383 99.190 -7.3180
106.933594 99.142 -8.7532
107.299805 99.080 -10.0975
107.666016 99.010 -11.3253
108.032227 98.938 -12.4370
108.398438 98.870 -13.4578
108.764648 98.807 -14.4204
109.130859 98.746 -15.3452
109.497070 98.686 -16.2333
109.863281 98.624 -17.0720
110.229492 98.563 -17.8527
110.595703 98.506 -18.5787
110.961914 98.451 -19.2620
111.328125 98.399 -19.9104
111.694336 98.349 -20.5182
112.060547 98.302 -21.0695
112.426758 98.260 -21.5530
112.792969 98.230 -21.9768
113.159180 98.213 -22.3699
113.525391 98.211 -22.7695
113.891602 98.220 -23.2030
114.257812 98.235 -23.6752
114.624023 98.253 -24.1746
114.990234 98.273 -24.6842
115.356445 98.297 -25.1959
115.722656 98.326 -25.7125
116.088867 98.361 -26.2439
116.455078 98.401 -26.7987
116.821289 98.446 -27.3812
117.187500 98.493 -27.9915
117.553711 98.542 -28.6293
117.919922 98.594 -29.2941
118.286133 98.646 -29.9834
118.652344 98.698 -30.6913
119.018555 98.750 -31.4091
119.384766 98.803 -32.1289
119.750977 98.860 -32.8506
120.117188 98.923 -33.5836
120.483398 98.992 -34.3447
120.849609 99.066 -35.1536
121.215820 99.144 -36.0244
121.582031 99.223 -36.9623
121.948242 99.299 -37.9612
122.314453 99.368 -39.0050
122.680664 99.430 -40.0730
123.046875 99.486 -41.1438
123.413086 99.537 -42.2008
123.779297 99.585 -43.2356
124.145508 99.632 -44.2477
124.511719 99.682 -45.2417
124.877930 99.734 -46.2233
125.244141 99.790 -47.1978
125.610352 99.852 -48.1714
125.976562 99.919 -49.1575
126.342773 99.994 -50.1775
126.708984 100.075 -51.2579
127.075195 100.157 -52.4183
127.441406 100.234 -53.6582
127.807617 100.303 -54.9530
128.173828 100.360 -56.2627
128.540039 100.410 -57.5498
128.906250 100.456 -58.7994
129.272461 100.505 -60.0251
129.638672 100.558 -61.2574
130.004883 100.613 -62.5220
130.371094 100.665 -63.8217
130.737305 100.712 -65.1361
131.103516 100.754 -66.4402
131.469727 100.796 -67.7244
131.835938 100.840 -69.0039
132.202148 100.885 -70.3065
132.568359 100.928 -71.6465
132.934570 100.962 -73.0076
133.300781 100.985 -74.3438
133.666992 100.998 -75.5996
134.033203 101.010 -76.7383
134.399414 101.031 -77.7572
134.765625 101.068 -78.6870
135.131836 101.126 -79.5752
135.498047 101.205 -80.4688
135.864258 101.304 -81.4043
136.230469 101.421 -82.4091
136.596680 101.552 -83.5011
136.962891 101.693 -84.6897
137.329102 101.844 -85.9744
137.695312 102.002 -87.3496
138.061523 102.168 -88.8181
138.427734 102.344 -90.4003
138.793945 102.530 -92.1323
139.160156 102.719 -94.0516
139.526367 102.903 -96.1746
139.892578 103.073 -98.4827
140.258789 103.221 -100.9275
140.625000 103.346 -103.4486
140.991211 103.450 -105.9962
141.357422 103.540 -108.5469
141.723633 103.619 -111.1027
142.089844 103.690 -113.6797
142.456055 103.752 -116.2906
142.822266 103.802 -118.9349
143.188477 103.839 -121.5995
143.554688 103.865 -124.2677
143.920898 103.881 -126.9286
144.287109 103.889 -129.5812
144.653320 103.890 -132.2314
145.019531 103.885 -134.8853
145.385742 103.874 -137.5448
145.751953 103.857 -140.2096
146.118164 103.835 -142.8801
146.484375 103.808 -145.5615
146.850586 103.776 -148.2625
147.216797 103.736 -150.9883
147.583008 103.686 -153.7356
147.949219 103.626 -156.4899
148.315430 103.555 -159.2312
