* Measurement data measured by REW V5.20.8
* Source: ASIO hdspfire, Analog 1 (1)
* Format: 4M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: 13 juin 2022 14:09:42
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: off_0x1400_0_3 juin 13
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 9.313 84.9076
0.732422 13.777 27.0885
1.098633 16.006 -14.4663
1.464844 15.721 -48.5424
1.831055 12.256 -78.9107
2.197266 3.296 -110.4565
2.563477 -4.353 -176.4111
2.929688 11.164 -175.8833
3.295898 21.679 166.7219
3.662109 28.220 145.3187
4.028320 32.548 123.5782
4.394531 35.422 102.5430
4.760742 37.289 82.8025
5.126953 38.526 64.7466
5.493164 39.513 48.3066
5.859375 40.573 32.5528
6.225586 41.829 16.2927
6.591797 43.176 -0.7720
6.958008 44.433 -17.5853
7.324219 45.494 -32.2372
7.690430 46.469 -42.8053
8.056641 47.731 -48.8845
8.422852 49.607 -53.3086
8.789062 51.881 -59.8343
9.155273 54.043 -69.2344
9.521484 55.777 -79.9214
9.887695 57.027 -89.7144
10.253906 57.971 -96.6092
10.620117 59.019 -99.8668
10.986328 60.573 -101.6041
11.352539 62.554 -105.3719
11.718750 64.512 -112.4178
12.084961 66.099 -121.5807
12.451172 67.178 -130.9357
12.817383 67.777 -138.4122
13.183594 68.127 -142.0035
13.549805 68.741 -141.0448
13.916016 70.120 -138.5050
14.282227 72.123 -138.9794
14.648438 74.204 -143.8617
15.014648 76.004 -151.9661
15.380859 77.399 -161.7762
15.747070 78.372 -172.0936
16.113281 78.949 178.0546
16.479492 79.190 169.5832
16.845703 79.220 163.3697
17.211914 79.262 159.8976
17.578125 79.596 158.4566
17.944336 80.344 156.9462
18.310547 81.338 153.4312
18.676758 82.289 147.5432
19.042969 82.987 140.1322
19.409180 83.354 132.4724
19.775391 83.424 125.8480
20.141602 83.340 121.2462
20.507812 83.332 118.8043
20.874023 83.582 117.3875
21.240234 84.055 115.3668
21.606445 84.547 112.0745
21.972656 84.882 108.1134
22.338867 85.018 104.6601
22.705078 85.065 102.6774
23.071289 85.214 102.2177
23.437500 85.589 102.2535
23.803711 86.113 101.6384
24.169922 86.629 100.2033
24.536133 87.048 98.7074
24.902344 87.422 98.0487
25.268555 87.908 98.4531
25.634766 88.633 99.1526
26.000977 89.581 99.0368
26.367188 90.632 97.5963
26.733398 91.689 95.0176
27.099609 92.728 91.6542
27.465820 93.762 87.6227
27.832031 94.796 82.7880
28.198242 95.793 77.0037
28.564453 96.702 70.3237
28.930664 97.478 63.0273
29.296875 98.111 55.5028
29.663086 98.618 48.1047
30.029297 99.041 41.0414
30.395508 99.422 34.3306
30.761719 99.789 27.8498
31.127930 100.146 21.4598
31.494141 100.480 15.1158
31.860352 100.786 8.8884
32.226562 101.072 2.8918
32.592773 101.354 -2.8174
32.958984 101.654 -8.2988
33.325195 101.984 -13.6978
33.691406 102.334 -19.1511
34.057617 102.686 -24.7044
34.423828 103.020 -30.3020
34.790039 103.330 -35.8367
35.156250 103.621 -41.2141
35.522461 103.902 -46.3870
35.888672 104.183 -51.3556
36.254883 104.472 -56.1487
36.621094 104.775 -60.8163
36.987305 105.093 -65.4340
37.353516 105.422 -70.0995
37.719727 105.747 -74.8969
38.085938 106.044 -79.8371
38.452148 106.288 -84.8158
38.818359 106.470 -89.6232
39.184570 106.600 -94.0142
39.550781 106.720 -97.8254
39.916992 106.879 -101.0936
40.283203 107.118 -104.0901
40.649414 107.439 -107.2030
41.015625 107.809 -110.7295
41.381836 108.175 -114.7410
41.748047 108.496 -119.0975
42.114258 108.752 -123.5537
42.480469 108.952 -127.8718
42.846680 109.116 -131.8993
43.212891 109.277 -135.5972
43.579102 109.452 -139.0215
43.945312 109.655 -142.2727
44.311523 109.882 -145.4421
44.677734 110.137 -148.5876
45.043945 110.418 -151.7417
45.410156 110.727 -154.9392
45.776367 111.065 -158.2391
46.142578 111.431 -161.7251
46.508789 111.816 -165.4794
46.875000 112.202 -169.5474
47.241211 112.575 -173.9131
47.607422 112.920 -178.5049
47.973633 113.237 176.7709
48.339844 113.532 171.9806
48.706055 113.818 167.1221
49.072266 114.103 162.1162
49.438477 114.385 156.8423
49.804688 114.646 151.2024
50.170898 114.861 145.1744
50.537109 115.007 138.8276
50.903320 115.068 132.2991
51.269531 115.038 125.7495
51.635742 114.926 119.3182
52.001953 114.743 113.0933
52.368164 114.504 107.1036
52.734375 114.217 101.3400
53.100586 113.886 95.7867
53.466797 113.510 90.4524
53.833008 113.088 85.3757
54.199219 112.626 80.6096
54.565430 112.131 76.1974
54.931641 111.615 72.1567
55.297852 111.086 68.4880
55.664062 110.552 65.1921
56.030273 110.025 62.2788
56.396484 109.518 59.7417
56.762695 109.053 57.5135
57.128906 108.643 55.4418
57.495117 108.287 53.3234
57.861328 107.967 50.9895
58.227539 107.658 48.3792
58.593750 107.332 45.5426
58.959961 106.978 42.5837
59.326172 106.595 39.5836
59.692383 106.186 36.5581
60.058594 105.750 33.4751
60.424805 105.276 30.3149
60.791016 104.747 27.1283
61.157227 104.149 24.0499
61.523438 103.483 21.2537
61.889648 102.766 18.8766
62.255859 102.018 16.9502
62.622070 101.256 15.3912
62.988281 100.479 14.0785
63.354492 99.660 12.9738
63.720703 98.775 12.2092
64.086914 97.806 12.0844
64.453125 96.771 12.9781
64.819336 95.720 15.2109
65.185547 94.730 18.9034
65.551758 93.880 23.9204
65.917969 93.224 29.9445
66.284180 92.803 36.5822
66.650391 92.637 43.3677
67.016602 92.723 49.7368
67.382812 93.010 55.1654
67.749023 93.415 59.3987
68.115234 93.859 62.5234
68.481445 94.297 64.8264
68.847656 94.721 66.5891
69.213867 95.149 67.9463
69.580078 95.592 68.8611
69.946289 96.045 69.2107
70.312500 96.482 68.9150
70.678711 96.868 68.0232
71.044922 97.175 66.7216
71.411133 97.390 65.2788
71.777344 97.526 63.9688
72.143555 97.614 62.9863
72.509766 97.693 62.3817
72.875977 97.800 62.0425
73.242188 97.950 61.7551
73.608398 98.135 61.3218
73.974609 98.332 60.6545
74.340820 98.521 59.7888
74.707031 98.695 58.8256
75.073242 98.861 57.8508
75.439453 99.029 56.8818
75.805664 99.210 55.8663
76.171875 99.403 54.7242
76.538086 99.599 53.3994
76.904297 99.786 51.8872
77.270508 99.960 50.2227
77.636719 100.120 48.4496
78.002930 100.268 46.5914
78.369141 100.410 44.6400
78.735352 100.545 42.5675
79.101562 100.667 40.3473
79.467773 100.770 37.9764
79.833984 100.846 35.4850
80.200195 100.888 32.9318
80.566406 100.899 30.3893
80.932617 100.886 27.9182
81.298828 100.861 25.5437
81.665039 100.838 23.2390
82.031250 100.825 20.9287
82.397461 100.823 18.5160
82.763672 100.824 15.9185
83.129883 100.815 13.0967
83.496094 100.785 10.0587
83.862305 100.727 6.8408
84.228516 100.636 3.4784
84.594727 100.515 -0.0182
84.960938 100.366 -3.6702
85.327148 100.182 -7.5157
85.693359 99.955 -11.5845
86.059570 99.671 -15.8717
86.425781 99.317 -20.3313
86.791992 98.885 -24.8862
87.158203 98.375 -29.4556
87.524414 97.791 -33.9884
87.890625 97.143 -38.4917
88.256836 96.437 -43.0421
88.623047 95.670 -47.7770
88.989258 94.832 -52.8693
89.355469 93.897 -58.5127
89.721680 92.835 -64.9293
90.087891 91.610 -72.4182
90.454102 90.186 -81.4476
90.820312 88.539 -92.8085
91.186523 86.709 -107.8239
91.552734 84.944 -128.2721
91.918945 83.899 -154.4620
92.285156 84.192 178.4869
92.651367 85.485 156.8429
93.017578 87.057 141.5845
93.383789 88.565 130.8813
93.750000 89.934 123.0001
94.116211 91.168 116.7819
94.482422 92.279 111.5265
94.848633 93.274 106.8589
95.214844 94.164 102.6097
95.581055 94.963 98.7028
95.947266 95.693 95.0703
96.313477 96.368 91.6210
96.679688 96.998 88.2542
97.045898 97.583 84.8977
97.412109 98.118 81.5316
97.778320 98.603 78.1779
98.144531 99.041 74.8715
98.510742 99.438 71.6306
98.876953 99.802 68.4470
99.243164 100.134 65.3010
99.609375 100.434 62.1820
99.975586 100.703 59.1022
100.341797 100.940 56.0881
100.708008 101.151 53.1624
101.074219 101.344 50.3263
101.440430 101.523 47.5576
101.806641 101.689 44.8243
102.172852 101.839 42.1038
102.539062 101.971 39.3932
102.905273 102.082 36.7097
103.271484 102.172 34.0773
103.637695 102.242 31.5150
104.003906 102.297 29.0317
104.370117 102.340 26.6259
104.736328 102.373 24.2900
105.102539 102.396 22.0162
105.468750 102.411 19.7970
105.834961 102.416 17.6295
106.201172 102.412 15.5145
106.567383 102.398 13.4574
106.933594 102.376 11.4641
107.299805 102.346 9.5361
107.666016 102.311 7.6687
108.032227 102.269 5.8539
108.398438 102.221 4.0900
108.764648 102.163 2.3900
109.130859 102.094 0.7826
109.497070 102.017 -0.6973
109.863281 101.939 -2.0256
110.229492 101.868 -3.2037
110.595703 101.810 -4.2622
110.961914 101.770 -5.2522
111.328125 101.748 -6.2258
111.694336 101.740 -7.2228
112.060547 101.742 -8.2628
112.426758 101.749 -9.3502
112.792969 101.757 -10.4803
113.159180 101.766 -11.6434
113.525391 101.773 -12.8275
113.891602 101.777 -14.0183
114.257812 101.780 -15.2031
114.624023 101.782 -16.3743
114.990234 101.785 -17.5323
115.356445 101.790 -18.6852
115.722656 101.798 -19.8447
116.088867 101.808 -21.0215
116.455078 101.818 -22.2217
116.821289 101.827 -23.4452
117.187500 101.832 -24.6854
117.553711 101.833 -25.9297
117.919922 101.829 -27.1609
118.286133 101.822 -28.3622
118.652344 101.815 -29.5236
119.018555 101.810 -30.6484
119.384766 101.814 -31.7559
119.750977 101.826 -32.8739
120.117188 101.845 -34.0306
120.483398 101.868 -35.2443
120.849609 101.893 -36.5208
121.215820 101.916 -37.8575
121.582031 101.936 -39.2478
121.948242 101.950 -40.6835
122.314453 101.957 -42.1528
122.680664 101.956 -43.6392
123.046875 101.947 -45.1230
123.413086 101.934 -46.5905
123.779297 101.918 -48.0416
124.145508 101.904 -49.4940
124.511719 101.891 -50.9742
124.877930 101.876 -52.5043
125.244141 101.855 -54.0883
125.610352 101.824 -55.7097
125.976562 101.780 -57.3414
126.342773 101.726 -58.9589
126.708984 101.663 -60.5514
127.075195 101.596 -62.1234
127.441406 101.523 -63.6868
127.807617 101.443 -65.2498
128.173828 101.354 -66.8090
128.540039 101.255 -68.3500
128.906250 101.145 -69.8530
129.272461 101.025 -71.2999
129.638672 100.897 -72.6787
130.004883 100.762 -73.9818
130.371094 100.622 -75.2019
130.737305 100.479 -76.3267
131.103516 100.333 -77.3392
131.469727 100.191 -78.2257
131.835938 100.059 -78.9854
132.202148 99.943 -79.6415
132.568359 99.847 -80.2402
132.934570 99.774 -80.8391
133.300781 99.718 -81.4867
133.666992 99.673 -82.2075
134.033203 99.633 -83.0013
134.399414 99.594 -83.8541
134.765625 99.555 -84.7520
135.131836 99.514 -85.6884
135.498047 99.469 -86.6575
135.864258 99.417 -87.6418
136.230469 99.356 -88.6069
136.596680 99.287 -89.5071
136.962891 99.217 -90.3042
137.329102 99.153 -90.9844
137.695312 99.105 -91.5647
138.061523 99.078 -92.0845
138.427734 99.076 -92.5891
138.793945 99.097 -93.1195
139.160156 99.142 -93.7112
139.526367 99.209 -94.3981
139.892578 99.296 -95.2133
140.258789 99.397 -96.1805
140.625000 99.506 -97.3085
140.991211 99.619 -98.5901
141.357422 99.734 -100.0127
141.723633 99.849 -101.5686
142.089844 99.965 -103.2572
142.456055 100.077 -105.0789
142.822266 100.185 -107.0256
143.188477 100.288 -109.0812
143.554688 100.387 -111.2323
143.920898 100.486 -113.4829
144.287109 100.588 -115.8608
144.653320 100.691 -118.4073
145.019531 100.790 -121.1545
145.385742 100.876 -124.1088
145.751953 100.941 -127.2456
146.118164 100.984 -130.5245
146.484375 101.004 -133.9058
146.850586 101.001 -137.3624
147.216797 100.978 -140.8792
147.583008 100.936 -144.4427
147.949219 100.877 -148.0355
148.315430 100.805 -151.6399
