* Measurement data measured by REW V5.20.8
* Source: ASIO hdspfire, Analog 1 (1)
* Format: 4M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: 13 juin 2022 13:58:51
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: on_0x1400_1_2 juin 13
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 11.750 -137.4742
0.732422 14.552 -131.9048
1.098633 13.620 -133.8686
1.464844 6.000 -111.0824
1.831055 13.130 -18.6179
2.197266 19.922 -23.5749
2.563477 21.976 -38.5438
2.929688 19.833 -55.6913
3.295898 -0.389 -49.8539
3.662109 21.916 81.7034
4.028320 28.243 64.2120
4.394531 30.656 48.7147
4.760742 30.722 41.0926
5.126953 30.358 52.9510
5.493164 33.797 69.6014
5.859375 38.344 64.0694
6.225586 41.714 46.4505
6.591797 44.008 24.2635
6.958008 45.528 0.8642
7.324219 46.525 -21.3079
7.690430 47.251 -40.0165
8.056641 48.050 -53.8221
8.422852 49.299 -63.6910
8.789062 51.022 -72.8536
9.155273 52.799 -83.2591
9.521484 54.212 -94.0032
9.887695 55.126 -102.5305
10.253906 55.817 -105.9300
10.620117 57.060 -104.0454
10.986328 59.318 -102.8349
11.352539 61.942 -107.3006
11.718750 64.193 -116.5343
12.084961 65.775 -127.8094
12.451172 66.633 -138.5656
12.817383 66.850 -146.1250
13.183594 66.814 -147.5348
13.549805 67.439 -142.5067
13.916016 69.335 -137.9275
14.282227 71.786 -139.8196
14.648438 73.990 -147.3055
15.014648 75.670 -157.7845
15.380859 76.789 -169.3401
15.747070 77.379 179.3948
16.113281 77.498 169.6480
16.479492 77.270 162.7572
16.845703 76.976 159.9168
17.211914 77.085 160.7470
17.578125 77.909 161.9143
17.944336 79.191 159.8164
18.310547 80.439 153.8044
18.676758 81.342 145.1627
19.042969 81.773 135.5107
19.409180 81.710 126.4093
19.775391 81.216 119.4459
20.141602 80.490 116.1243
20.507812 79.914 116.9173
20.874023 79.839 119.9030
21.240234 80.193 122.1423
21.606445 80.619 122.9352
21.972656 80.928 123.7793
22.338867 81.255 126.2304
22.705078 81.897 130.0413
23.071289 82.953 133.1322
23.437500 84.202 134.0504
23.803711 85.384 133.2512
24.169922 86.444 132.0015
24.536133 87.500 131.0885
24.902344 88.702 130.2104
25.268555 90.081 128.3297
25.634766 91.531 124.6900
26.000977 92.912 119.3182
26.367188 94.139 112.7328
26.733398 95.197 105.5113
27.099609 96.109 98.0569
27.465820 96.911 90.5512
27.832031 97.628 83.0232
28.198242 98.270 75.4679
28.564453 98.837 67.9377
28.930664 99.336 60.5477
29.296875 99.788 53.4056
29.663086 100.225 46.5164
30.029297 100.673 39.7415
30.395508 101.136 32.8609
30.761719 101.592 25.7069
31.127930 102.008 18.2662
31.494141 102.357 10.6855
31.860352 102.637 3.1924
32.226562 102.864 -4.0120
32.592773 103.065 -10.8400
32.958984 103.264 -17.3434
33.325195 103.479 -23.6595
33.691406 103.702 -29.9112
34.057617 103.918 -36.1300
34.423828 104.114 -42.2532
34.790039 104.290 -48.1806
35.156250 104.456 -53.8441
35.522461 104.626 -59.2460
35.888672 104.809 -64.4487
36.254883 105.007 -69.5333
36.621094 105.212 -74.5593
36.987305 105.418 -79.5533
37.353516 105.615 -84.5178
37.719727 105.799 -89.4404
38.085938 105.963 -94.2894
38.452148 106.102 -99.0066
38.818359 106.221 -103.5135
39.184570 106.332 -107.7444
39.550781 106.453 -111.6929
39.916992 106.604 -115.4434
40.283203 106.794 -119.1522
40.649414 107.013 -122.9811
41.015625 107.242 -127.0236
41.381836 107.457 -131.2725
41.748047 107.641 -135.6390
42.114258 107.790 -140.0019
42.480469 107.908 -144.2533
42.846680 108.009 -148.3289
43.212891 108.108 -152.2156
43.579102 108.216 -155.9446
43.945312 108.339 -159.5756
44.311523 108.477 -163.1783
44.677734 108.630 -166.8143
45.043945 108.792 -170.5227
45.410156 108.957 -174.3164
45.776367 109.122 -178.1917
46.142578 109.285 177.8541
46.508789 109.446 173.8074
46.875000 109.603 169.6399
47.241211 109.750 165.3251
47.607422 109.880 160.8590
47.973633 109.984 156.2678
48.339844 110.059 151.5955
48.706055 110.107 146.8768
49.072266 110.132 142.1143
49.438477 110.136 137.2744
49.804688 110.113 132.3101
50.170898 110.053 127.1959
50.537109 109.940 121.9556
50.903320 109.764 116.6641
51.269531 109.519 111.4277
51.635742 109.209 106.3500
52.001953 108.844 101.5024
52.368164 108.433 96.9108
52.734375 107.986 92.5641
53.100586 107.505 88.4409
53.466797 106.989 84.5358
53.833008 106.434 80.8739
54.199219 105.841 77.5054
54.565430 105.214 74.4929
54.931641 104.563 71.8965
55.297852 103.900 69.7633
55.664062 103.246 68.1121
56.030273 102.622 66.9061
56.396484 102.051 66.0218
56.762695 101.546 65.2452
57.128906 101.100 64.3244
57.495117 100.683 63.0611
57.861328 100.257 61.3810
58.227539 99.787 59.3383
58.593750 99.243 57.0627
58.959961 98.608 54.6940
59.326172 97.868 52.3411
59.692383 97.002 50.0934
60.058594 95.978 48.0816
60.424805 94.746 46.5775
60.791016 93.248 46.1235
61.157227 91.431 47.7236
61.523438 89.299 53.1655
61.889648 87.095 65.2630
62.255859 85.667 85.7723
62.622070 86.019 108.7280
62.988281 87.661 125.2750
63.354492 89.575 134.7065
63.720703 91.352 139.5087
64.086914 92.910 141.4610
64.453125 94.244 141.6005
64.819336 95.367 140.6050
65.185547 96.306 138.9689
65.551758 97.094 137.0463
65.917969 97.768 135.0513
66.284180 98.366 133.0624
66.650391 98.914 131.0563
67.016602 99.427 128.9669
67.382812 99.904 126.7446
67.749023 100.345 124.3842
68.115234 100.746 121.9165
68.481445 101.110 119.3796
68.847656 101.442 116.7948
69.213867 101.746 114.1613
69.580078 102.023 111.4696
69.946289 102.271 108.7190
70.312500 102.488 105.9257
70.678711 102.673 103.1195
71.044922 102.828 100.3329
71.411133 102.956 97.5917
71.777344 103.061 94.9117
72.143555 103.148 92.2984
72.509766 103.220 89.7482
72.875977 103.281 87.2485
73.242188 103.331 84.7799
73.608398 103.370 82.3237
73.974609 103.397 79.8732
74.340820 103.408 77.4399
74.707031 103.404 75.0485
75.073242 103.389 72.7214
75.439453 103.366 70.4622
75.805664 103.340 68.2506
76.171875 103.311 66.0554
76.538086 103.275 63.8557
76.904297 103.228 61.6554
77.270508 103.170 59.4762
77.636719 103.106 57.3344
78.002930 103.040 55.2164
78.369141 102.976 53.0766
78.735352 102.908 50.8608
79.101562 102.826 48.5435
79.467773 102.717 46.1534
79.833984 102.573 43.7707
80.200195 102.394 41.4950
80.566406 102.192 39.4028
80.932617 101.981 37.5117
81.298828 101.778 35.7722
81.665039 101.586 34.0901
82.031250 101.403 32.3683
82.397461 101.218 30.5432
82.763672 101.018 28.5981
83.129883 100.790 26.5557
83.496094 100.526 24.4590
83.862305 100.220 22.3555
84.228516 99.867 20.2899
84.594727 99.463 18.3038
84.960938 99.004 16.4435
85.327148 98.481 14.7740
85.693359 97.885 13.3975
86.059570 97.212 12.4704
86.425781 96.463 12.2073
86.791992 95.655 12.8572
87.158203 94.828 14.6397
87.524414 94.038 17.6481
87.890625 93.344 21.7755
88.256836 92.785 26.7512
88.623047 92.371 32.3020
88.989258 92.098 38.2965
89.355469 91.977 44.7167
89.721680 92.045 51.4709
90.087891 92.343 58.2230
90.454102 92.880 64.4183
90.820312 93.612 69.5112
91.186523 94.462 73.1888
91.552734 95.347 75.4316
91.918945 96.199 76.4379
92.285156 96.979 76.5154
92.651367 97.674 75.9878
93.017578 98.289 75.1249
93.383789 98.845 74.0964
93.750000 99.362 72.9612
94.116211 99.853 71.6996
94.482422 100.322 70.2739
94.848633 100.763 68.6815
95.214844 101.172 66.9681
95.581055 101.552 65.1984
95.947266 101.913 63.4102
96.313477 102.263 61.5867
96.679688 102.609 59.6672
97.045898 102.946 57.5879
97.412109 103.264 55.3244
97.778320 103.553 52.9070
98.144531 103.807 50.4030
98.510742 104.029 47.8830
98.876953 104.224 45.3916
99.243164 104.401 42.9370
99.609375 104.565 40.5005
99.975586 104.718 38.0562
100.341797 104.857 35.5868
100.708008 104.980 33.0891
101.074219 105.088 30.5692
101.440430 105.176 28.0381
101.806641 105.245 25.5110
102.172852 105.291 23.0103
102.539062 105.317 20.5671
102.905273 105.324 18.2155
103.271484 105.317 15.9817
103.637695 105.304 13.8707
104.003906 105.292 11.8621
104.370117 105.284 9.9172
104.736328 105.281 7.9963
105.102539 105.279 6.0745
105.468750 105.275 4.1477
105.834961 105.268 2.2243
106.201172 105.257 0.3120
106.567383 105.244 -1.5930
106.933594 105.228 -3.5043
107.299805 105.209 -5.4351
107.666016 105.181 -7.3855
108.032227 105.143 -9.3379
108.398438 105.093 -11.2629
108.764648 105.033 -13.1320
109.130859 104.967 -14.9276
109.497070 104.899 -16.6482
109.863281 104.834 -18.3057
110.229492 104.773 -19.9210
110.595703 104.718 -21.5201
110.961914 104.667 -23.1308
111.328125 104.619 -24.7775
111.694336 104.570 -26.4731
112.060547 104.513 -28.2114
112.426758 104.447 -29.9675
112.792969 104.370 -31.7082
113.159180 104.285 -33.4074
113.525391 104.198 -35.0584
113.891602 104.111 -36.6738
114.257812 104.024 -38.2748
114.624023 103.936 -39.8763
114.990234 103.844 -41.4788
115.356445 103.747 -43.0718
115.722656 103.644 -44.6439
116.088867 103.539 -46.1911
116.455078 103.429 -47.7157
116.821289 103.317 -49.2200
117.187500 103.199 -50.6994
117.553711 103.076 -52.1418
117.919922 102.948 -53.5322
118.286133 102.818 -54.8591
118.652344 102.687 -56.1176
119.018555 102.559 -57.3082
119.384766 102.435 -58.4349
119.750977 102.321 -59.5070
120.117188 102.217 -60.5424
120.483398 102.126 -61.5691
120.849609 102.049 -62.6209
121.215820 101.981 -63.7276
121.582031 101.920 -64.9044
121.948242 101.859 -66.1476
122.314453 101.796 -67.4387
122.680664 101.730 -68.7536
123.046875 101.663 -70.0746
123.413086 101.598 -71.3979
123.779297 101.540 -72.7363
124.145508 101.489 -74.1161
124.511719 101.445 -75.5690
124.877930 101.406 -77.1230
125.244141 101.366 -78.7951
125.610352 101.320 -80.5862
125.976562 101.263 -82.4835
126.342773 101.193 -84.4651
126.708984 101.108 -86.5066
127.075195 101.009 -88.5865
127.441406 100.895 -90.6898
127.807617 100.770 -92.8095
128.173828 100.634 -94.9460
128.540039 100.487 -97.1038
128.906250 100.329 -99.2878
129.272461 100.159 -101.4973
129.638672 99.973 -103.7225
130.004883 99.772 -105.9450
130.371094 99.556 -108.1428
130.737305 99.329 -110.2996
131.103516 99.094 -112.4146
131.469727 98.857 -114.5045
131.835938 98.619 -116.6006
132.202148 98.378 -118.7374
132.568359 98.132 -120.9413
132.934570 97.876 -123.2225
133.300781 97.604 -125.5748
133.666992 97.314 -127.9795
134.033203 97.003 -130.4124
134.399414 96.673 -132.8512
134.765625 96.325 -135.2800
135.131836 95.962 -137.6942
135.498047 95.588 -140.1013
135.864258 95.203 -142.5190
136.230469 94.809 -144.9709
136.596680 94.405 -147.4812
136.962891 93.989 -150.0714
137.329102 93.557 -152.7627
137.695312 93.108 -155.5771
138.061523 92.634 -158.5364
138.427734 92.128 -161.6511
138.793945 91.580 -164.9050
139.160156 90.980 -168.2415
139.526367 90.325 -171.5626
139.892578 89.619 -174.7488
140.258789 88.877 -177.6968
140.625000 88.128 179.6333
140.991211 87.400 177.1855
141.357422 86.715 174.8147
141.723633 86.084 172.3431
142.089844 85.505 169.6339
142.456055 84.974 166.6366
142.822266 84.493 163.3770
143.188477 84.081 159.9077
143.554688 83.764 156.2545
143.920898 83.573 152.3892
144.287109 83.530 148.2461
144.653320 83.643 143.7695
145.019531 83.906 138.9548
145.385742 84.305 133.8579
145.751953 84.823 128.5712
146.118164 85.441 123.1875
146.484375 86.139 117.7722
146.850586 86.896 112.3582
147.216797 87.692 106.9583
147.583008 88.504 101.5833
147.949219 89.313 96.2535
148.315430 90.106 90.9977
148.681641 90.876 85.8418
149.047852 91.617 80.7976
149.414062 92.329 75.8577
